vehicle_id,Bike Producer,Series,Size,Configuration,Bike Model,Sales Name,Year,Cylinder,Type of Drive,Engine Output,Country,Category 1,Category 2
1989,SUZUKI,GV,1200,GL,GV 1200 GL,Madura,1986,4,4-STROKE,,AMERICA,MOTORBIKE,CHOPPER
1990,SUZUKI,GP,100,U,GP 100 U,,1986,1,2-STROKE,,ALL,MOTORBIKE,NAKEDBIKE
1991,SUZUKI,TF,125,,TF 125,,1986,1,2-STROKE,"7,1 KW(9,6 PS)",ALL,MOTORBIKE,ENDURO
1992,SUZUKI,JR,50,,JR 50,,1987,1,2-STROKE,,ALL,MOTORBIKE,OFFROAD
1993,SUZUKI,SP,200,,SP 200,,1987,1,4-STROKE,,AMERICA,MOTORBIKE,ENDURO
1994,SUZUKI,GS,450,L,GS 450 L,Chopper,1987,2,4-STROKE,20 KW(27 PS); 31 KW(42 PS),EUROPE,MOTORBIKE,CHOPPER
1995,SUZUKI,GSX-R,750,,GSX-R 750,,1987,4,4-STROKE,78 KW(106 PS),AMERICA,MOTORBIKE,SPORTBIKE
1996,SUZUKI,VS,1400,GLP,VS 1400 GLP,Intruder,1987,2,4-STROKE,52 KW(71 PS),AMERICA,MOTORBIKE,CHOPPER
1997,SUZUKI,FM,50,A,FM 50 A,Landie,1987,1,2-STROKE,,EUROPE,SCOOTER,SCOOTER
1998,SUZUKI,GS,125,ES,GS 125 ES,,1988,1,4-STROKE,"9,9 KW(13,5 PS)",ALL,MOTORBIKE,NAKEDBIKE
1999,SUZUKI,TS,250,X,TS 250 X,,1989,1,2-STROKE,20 KW(27 PS),EUROPE,MOTORBIKE,ENDURO
2000,SUZUKI,GSX-R,750,,GSX-R 750,,1989,4,4-STROKE,,AMERICA,MOTORBIKE,SPORTBIKE
2001,SUZUKI,RM,125,,RM 125,,1990,1,2-STROKE,26 KW(35 PS),ALL,MOTORBIKE,OFFROAD
2002,SUZUKI,DR,800,S,DR 800 S,Big,1990,1,4-STROKE,20 KW(27 PS); 37 KW(50 PS),EUROPE,MOTORBIKE,DUAL PURPOSE
2003,SUZUKI,VS,1400,GLP,VS 1400 GLP,Intruder,1990,2,4-STROKE,52 KW(71 PS),AMERICA,MOTORBIKE,CHOPPER
2004,SUZUKI,TF,125,,TF 125,,1990,1,2-STROKE,"7,1 KW(9,6 PS)",ALL,MOTORBIKE,ENDURO
2005,SUZUKI,DR,250,,DR 250,,1990,1,4-STROKE,,EUROPE,MOTORBIKE,ENDURO
2006,SUZUKI,GN,125,E,GN 125 E,,1991,1,4-STROKE,"9 KW(12,2 PS)",AMERICA,MOTORBIKE,CHOPPER
2007,SUZUKI,TS,185,ER,TS 185 ER,Sierra,1991,1,2-STROKE,13 KW(17 PS),ALL,MOTORBIKE,ENDURO
2008,SUZUKI,LT,250,R 2x4,LT 250 R 2x4,Quadracer,1991,1,2-STROKE,,ALL,ATV,QUAD
2009,SUZUKI,AH,50,,AH 50,Address,1992,1,2-STROKE,"3,1 KW(4,2 PS)",EUROPE,SCOOTER,SCOOTER
2010,SUZUKI,DR,350,SH,DR 350 SH,,1992,1,4-STROKE,20 KW(27 PS),EUROPE,MOTORBIKE,DUAL PURPOSE
2011,SUZUKI,GS,125,E,GS 125 E,,1992,1,4-STROKE,"9,9 KW(13,5 PS)",EUROPE,MOTORBIKE,NAKEDBIKE
2012,SUZUKI,CP,50,CH,CP 50 CH,,1993,1,2-STROKE,"3 KW(4,1 PS)",EUROPE,SCOOTER,SCOOTER
2013,SUZUKI,DR,250,,DR 250,,1993,1,4-STROKE,,AMERICA,MOTORBIKE,ENDURO
2014,SUZUKI,GSX,750,F,GSX 750 F,Katana,1993,4,4-STROKE,78 KW(106 PS),AMERICA,MOTORBIKE,SPORTTOURER
2015,SUZUKI,RGV,250,,RGV 250,Gamma,1993,2,2-STROKE,45 KW(61 PS),JAPAN,MOTORBIKE,SPORTBIKE
2016,SUZUKI,LT-F,250,2X4,LT-F 250 2X4,Quadrunner,1993,1,4-STROKE,,ALL,ATV,ATV
2017,SUZUKI,DR,125,S,DR 125 S,,1994,1,4-STROKE,"9 KW(12,2 PS)",EUROPE,MOTORBIKE,DUAL PURPOSE
2018,SUZUKI,LS,650,P,LS 650 P,Savage,1995,1,4-STROKE,,AMERICA,MOTORBIKE,CHOPPER
2019,SUZUKI,GSF,400,VZ,GSF 400 VZ,Limited,1995,4,4-STROKE,,JAPAN,MOTORBIKE,NAKEDBIKE
2020,SUZUKI,LT,80,,LT 80,Quadsport,1996,1,2-STROKE,,ALL,ATV,QUAD
2021,SUZUKI,AN,250,,AN 250,Burgman,1998,1,4-STROKE,17 KW(23 PS),EUROPE,SCOOTER,SCOOTER
2022,SUZUKI,GN,250,,GN 250,,1998,1,4-STROKE,13 KW(17 PS); 16 KW(22 PS),EUROPE,MOTORBIKE,CHOPPER
2023,SUZUKI,DR,350,SE,DR 350 SE,,1998,1,4-STROKE,,AMERICA,MOTORBIKE,DUAL PURPOSE
2024,SUZUKI,GSF,1200,SA,GSF 1200 S ABS,Bandit,1998,4,4-STROKE,72 KW(98 PS),AMERICA,MOTORBIKE,NAKEDBIKE
2025,SUZUKI,VS,1400,GLP,VS 1400 GLP,Intruder,1998,2,4-STROKE,45 KW(61 PS),EUROPE,MOTORBIKE,CHOPPER
2026,SUZUKI,RGV,120,,RGV 120,,1998,1,2-STROKE,11 KW(15 PS),EUROPE,SCOOTER,SCOOTER
2027,SUZUKI,TR,110,SD,TR 110 SD,Street Magic II,1998,1,2-STROKE,,ALL,MOTORBIKE,MINIBIKE
2028,SUZUKI,DR,200,SE,DR 200 SE,,1999,1,4-STROKE,,AMERICA,MOTORBIKE,DUAL PURPOSE
2029,SUZUKI,VS,800,GL,VS 800 GL,Intruder,1999,2,4-STROKE,,AMERICA,MOTORBIKE,CHOPPER
2030,SUZUKI,GSX,400,,GSX 400,Impulse,1999,4,4-STROKE,39 KW(53 PS),JAPAN,MOTORBIKE,NAKEDBIKE
2031,SUZUKI,LT,80,,LT 80,Quadsport,2000,1,2-STROKE,,ALL,ATV,QUAD
2032,SUZUKI,SV,650,S,SV 650 S,,2000,2,4-STROKE,25 KW(34 PS); 52 KW(71 PS),EUROPE,MOTORBIKE,NAKEDBIKE
2033,SUZUKI,DR-Z,400,S,DR-Z 400 S,,2001,1,4-STROKE,,AMERICA,MOTORBIKE,DUAL PURPOSE
2034,SUZUKI,GSF,600,,GSF 600,Bandit,2001,4,4-STROKE,25 KW(34 PS); 57 KW(78 PS),EUROPE,MOTORBIKE,NAKEDBIKE
2035,SUZUKI,GSX-R,600,,GSX-R 600,,2001,4,4-STROKE,85 KW(116 PS),EUROPE,MOTORBIKE,SPORTBIKE
2036,SUZUKI,LS,650,P,LS 650 P,Savage,2001,1,4-STROKE,,AMERICA,MOTORBIKE,CHOPPER
2037,SUZUKI,AN,250,,AN 250,Burgman,2001,1,4-STROKE,17 KW(23 PS),EUROPE,SCOOTER,SCOOTER
2038,SUZUKI,DR-Z,400,S,DR-Z 400 S,,2002,1,4-STROKE,29 KW(39 PS),EUROPE,MOTORBIKE,DUAL PURPOSE
2039,SUZUKI,GS,500,E,GS 500 E,,2002,2,4-STROKE,34 KW(46 PS),AMERICA,MOTORBIKE,NAKEDBIKE
2040,SUZUKI,GSF,600,S,GSF 600 S,Bandit,2002,4,4-STROKE,25 KW(34 PS); 57 KW(78 PS),EUROPE,MOTORBIKE,NAKEDBIKE
2041,SUZUKI,RV,125,,RV 125,Van Van,2003,1,4-STROKE,"8,8 KW(12 PS)",EUROPE,MOTORBIKE,NAKEDBIKE
2042,SUZUKI,DR,200,SE,DR 200 SE,,2004,1,4-STROKE,,AMERICA,MOTORBIKE,DUAL PURPOSE
2043,SUZUKI,DR-Z,400,,DR-Z 400,,2004,1,4-STROKE,,AMERICA,MOTORBIKE,ENDURO
2044,SUZUKI,GSX-R,600,,GSX-R 600,,2004,4,4-STROKE,88 KW(120 PS),EUROPE,MOTORBIKE,SPORTBIKE
2045,SUZUKI,GSX,1400,,GSX 1400,,2004,4,4-STROKE,78 KW(106 PS),EUROPE,MOTORBIKE,NAKEDBIKE
2046,SUZUKI,LT-F,500,FC 4X4,LT-F 500 FC 4X4,Vinson,2004,1,4-STROKE,,ALL,ATV,ATV
2047,SUZUKI,LT-F,400,2X4,LT-F 400 2X4,Eiger,2004,1,4-STROKE,,ALL,ATV,ATV
2048,SUZUKI,VL,250,,VL 250,Intruder,2004,2,4-STROKE,,EUROPE,MOTORBIKE,CHOPPER
2049,SUZUKI,LT-Z,250,2X4,LT-Z 250 2X4,Quadsport,2005,1,4-STROKE,,ALL,ATV,QUAD
2050,SUZUKI,GSF,650,S,GSF 650 S,Bandit,2005,4,4-STROKE,57 KW(78 PS),AMERICA,MOTORBIKE,NAKEDBIKE
2051,SUZUKI,LT-A,500,F 4X4,LT-A 500 F 4X4,Vinson,2005,1,4-STROKE,,ALL,ATV,ATV
2052,SUZUKI,GSX-R,750,,GSX-R 750,,2006,4,4-STROKE,,AMERICA,MOTORBIKE,SPORTBIKE
2053,SUZUKI,SV,1000,S,SV 1000 S,,2006,2,4-STROKE,85 KW(116 PS),AMERICA,MOTORBIKE,NAKEDBIKE
2054,SUZUKI,VZR,1800,R,VZR 1800 R,Intruder M 1800 R,2006,2,4-STROKE,72 KW(98 PS); 92 KW(125 PS),EUROPE,MOTORBIKE,CRUISER
2055,SUZUKI,LT-Z,400,2X4,LT-Z 400 2X4,Quadsport,2007,1,4-STROKE,28 KW(38 PS),ALL,ATV,QUAD
2056,SUZUKI,GSR,600,A,GSR 600 ABS,,2007,4,4-STROKE,25 KW(34 PS); 72 KW(98 PS),EUROPE,MOTORBIKE,NAKEDBIKE
2057,SUZUKI,GSF,650,A,GSF 650 ABS,Bandit,2007,4,4-STROKE,25 KW(34 PS); 63 KW(86 PS),EUROPE,MOTORBIKE,NAKEDBIKE
2058,SUZUKI,SV,650,,SV 650,,2007,2,4-STROKE,,AMERICA,MOTORBIKE,NAKEDBIKE
2059,SUZUKI,M,50,,M 50,Boulevard,2007,2,4-STROKE,,AMERICA,MOTORBIKE,CRUISER
2060,SUZUKI,GSF,1250,,GSF 1250,Bandit,2007,4,4-STROKE,72 KW(98 PS),EUROPE,MOTORBIKE,NAKEDBIKE
2061,SUZUKI,GSX,1300,R,GSX 1300 R,Hayabusa,2007,4,4-STROKE,,AMERICA,MOTORBIKE,SPORTTOURER
2062,SUZUKI,LT-A,500,F 4X4,LT-A 500 F 4X4,Vinson,2007,1,4-STROKE,,ALL,ATV,ATV
2063,SUZUKI,RM-Z,450,,RM-Z 450,,2008,1,4-STROKE,42 KW(57 PS),EUROPE,MOTORBIKE,OFFROAD
2064,SUZUKI,GSF,1250,,GSF 1250,Bandit,2008,4,4-STROKE,72 KW(98 PS),EUROPE,MOTORBIKE,NAKEDBIKE
2065,SUZUKI,C,90,T,C 90 T,Boulevard,2008,2,4-STROKE,,AMERICA,MOTORBIKE,CRUISER
2066,SUZUKI,LT-F,400,2X4,LT-F 400 2X4,Kingquad,2008,1,4-STROKE,,ALL,ATV,ATV
2067,SUZUKI,AN,400,,AN 400,Burgman,2009,1,4-STROKE,,AMERICA,SCOOTER,SCOOTER
2068,SUZUKI,GS,500,F,GS 500 F,,2009,2,4-STROKE,34 KW(46 PS),AMERICA,MOTORBIKE,SPORTTOURER
2069,SUZUKI,S,40,,S 40,Boulevard,2009,1,4-STROKE,,AMERICA,MOTORBIKE,CHOPPER
2070,SUZUKI,M,90,,M 90,Boulevard,2009,2,4-STROKE,,AMERICA,MOTORBIKE,CRUISER
2071,SUZUKI,LT-Z,400,Z 2x4,LT-Z 400 Z 2x4,Quadsport LTD,2009,1,4-STROKE,,ALL,ATV,QUAD
2072,SUZUKI,DR-Z,70,,DR-Z 70,,2010,1,4-STROKE,"3,5 KW(4,8 PS)",ALL,MOTORBIKE,OFFROAD
2073,SUZUKI,LT-Z,400,2X4,LT-Z 400 2X4,Quadsport,2010,1,4-STROKE,28 KW(38 PS),ALL,ATV,QUAD
2074,SUZUKI,LT-A,500,AXI 4X4,LT-A 500 AXI 4X4,Kingquad,2010,1,4-STROKE,,ALL,ATV,ATV
2075,SUZUKI,VL,800,C,VL 800 C,Intruder C 800 C,2010,2,4-STROKE,39 KW(53 PS),EUROPE,MOTORBIKE,CRUISER
2076,SUZUKI,FL,125,SDW,FL 125 SDW,Address,2010,1,4-STROKE,"7,4 KW(10 PS)",EUROPE,SCOOTER,SCOOTER
2077,SUZUKI,M,50,,M 50,Boulevard Limited,2010,2,4-STROKE,,CANADA,MOTORBIKE,CRUISER
2078,SUZUKI,RM,85,,RM 85,Small Wheel,2010,1,2-STROKE,21 KW(29 PS),ALL,MOTORBIKE,OFFROAD
2079,SUZUKI,GSX-R,1000,,GSX-R 1000,,2011,4,4-STROKE,72 KW(98 PS); 136 KW(185 PS),EUROPE,MOTORBIKE,SPORTBIKE
2080,SUZUKI,LT-A,750,AXI 4X4,LT-A 750 AXI 4X4,Kingquad,2011,1,4-STROKE,37 KW(50 PS),ALL,ATV,ATV
2081,SUZUKI,UX,125,,UX 125,Sixteen,2012,1,4-STROKE,"9,6 KW(13 PS)",EUROPE,SCOOTER,SCOOTER
2082,SUZUKI,UX,150,,UX 150,Sixteen,2012,1,4-STROKE,11 KW(15 PS),EUROPE,SCOOTER,SCOOTER
2083,SUZUKI,DL,650,A,DL 650 ABS,V-Strom,2013,2,4-STROKE,35 KW(48 PS); 51 KW(69 PS),EUROPE,MOTORBIKE,DUAL PURPOSE
2084,SUZUKI,DR,200,SE,DR 200 SE,,2013,1,4-STROKE,,AMERICA,MOTORBIKE,DUAL PURPOSE
2085,SUZUKI,UX,150,,UX 150,Sixteen,2013,1,4-STROKE,11 KW(15 PS),EUROPE,SCOOTER,SCOOTER
2086,SUZUKI,RM-Z,250,,RM-Z 250,,2014,1,4-STROKE,,ALL,MOTORBIKE,OFFROAD
2087,SUZUKI,GSX-R,750,,GSX-R 750,,2014,4,4-STROKE,,AMERICA,MOTORBIKE,SPORTBIKE
2088,SUZUKI,GSR,750,,GSR 750,,2014,4,4-STROKE,25 KW(34 PS); 78 KW(106 PS),EUROPE,MOTORBIKE,NAKEDBIKE
2089,SUZUKI,LT-A,500,AXI 4X4,LT-A 500 AXI 4X4,Kingquad,2015,1,4-STROKE,,ALL,ATV,ATV
2090,SUZUKI,LT-F,400,FSI 4X4,LT-F 400 FSI 4X4,Kingquad,2015,1,4-STROKE,,ALL,ATV,ATV
2091,SUZUKI,LT-A,400,ASI 4X4,LT-A 400 ASI 4X4,Kingquad SE,2016,1,4-STROKE,,AMERICA,ATV,ATV
2092,SUZUKI,GSX,650,F,GSX 650 F,,2016,4,4-STROKE,35 KW(48 PS); 63 KW(86 PS),EUROPE,MOTORBIKE,SPORTTOURER
2093,SUZUKI,GSX-R,750,,GSX-R 750,,2016,4,4-STROKE,72 KW(98 PS); 110 KW(150 PS),EUROPE,MOTORBIKE,SPORTBIKE
2094,SUZUKI,LT-A,750,AXI 4X4,LT-A 750 AXI 4X4,Kingquad EPS,2017,1,4-STROKE,37 KW(50 PS),ALL,ATV,ATV
2095,SUZUKI,GSX-R,1000,A,GSX-R 1000 ABS,,2017,4,4-STROKE,,AMERICA,MOTORBIKE,SPORTBIKE
2096,SUZUKI,GSX-S,750,,GSX-S 750,,2017,4,4-STROKE,,AMERICA,MOTORBIKE,NAKEDBIKE
2097,SUZUKI,DR-Z,70,,DR-Z 70,,2018,1,4-STROKE,"3,5 KW(4,8 PS)",ALL,MOTORBIKE,OFFROAD
2098,SUZUKI,DR-Z,400,S,DR-Z 400 S,,2019,1,4-STROKE,,AMERICA,MOTORBIKE,DUAL PURPOSE
2099,SUZUKI,LT-F,400,FSI 4X4,LT-F 400 FSI 4X4,Kingquad Camo,2019,1,4-STROKE,,AMERICA,ATV,ATV
2100,SUZUKI,GSX-R,600,,GSX-R 600,,2019,4,4-STROKE,,AMERICA,MOTORBIKE,SPORTBIKE
2101,SUZUKI,RM,85,17/14,RM 85 17/14,Small Wheel,2020,1,2-STROKE,,AMERICA,MOTORBIKE,OFFROAD
2102,SWM,ACE OF SPADES,125,ABS,ACE OF SPADES 125 ABS,,2019,1,4-STROKE,11 KW(15 PS),EUROPE,MOTORBIKE,SCRAMBLER
2103,SYM,HUSKY,125,,HUSKY 125,,1998,1,4-STROKE,"8,1 KW(11 PS)",ALL,MOTORBIKE,CHOPPER
2104,SYM,JOYRIDE,125,,JOYRIDE 125,,2003,1,4-STROKE,"8,4 KW(11,4 PS)",ALL,SCOOTER,SCOOTER
2105,SYM,SHARK,150,,SHARK 150,,2003,1,4-STROKE,"8,1 KW(11 PS)",ALL,SCOOTER,SCOOTER
2106,SYM,MASK,50,,MASK 50,,2005,1,2-STROKE,"2,9 KW(3,9 PS)",ALL,SCOOTER,SCOOTER
2107,SYM,WOLF LEGEND,125,,WOLF LEGEND 125,,2006,1,4-STROKE,"8,1 KW(11 PS)",ALL,MOTORBIKE,NAKEDBIKE
2108,SYM,CITYCOM,300,I,CITYCOM 300 I,,2006,1,4-STROKE,17 KW(23 PS),ALL,SCOOTER,SCOOTER
2109,SYM,MIO,100,,MIO 100,Rear Drum Brake,2008,1,4-STROKE,"5,7 KW(7,8 PS)",ALL,SCOOTER,SCOOTER
2110,SYM,FIDDLE II,50,,FIDDLE II 50,,2008,1,4-STROKE,"2,3 KW(3,1 PS)",ALL,SCOOTER,SCOOTER
2111,SYM,JOYRIDE,125,,JOYRIDE 125,,2008,1,4-STROKE,"8,4 KW(11,4 PS)",ALL,SCOOTER,SCOOTER
2112,SYM,SYMBA,110,,SYMBA 110,,2009,1,4-STROKE,"4,9 KW(6,7 PS)",ALL,SCOOTER,SCOOTER
2113,SYM,SYMPHONY,125,SR,SYMPHONY 125 SR,Rear Disc Brake,2010,1,4-STROKE,"6,5 KW(8,9 PS)",ALL,SCOOTER,SCOOTER
2114,SYM,RED DEVIL,50,,RED DEVIL 50,,2011,1,2-STROKE,"3,2 KW(4,4 PS)",ALL,SCOOTER,SCOOTER
2115,SYM,HD2,125,,HD2 125,,2011,1,4-STROKE,"9,5 KW(12,9 PS)",ALL,SCOOTER,SCOOTER
2116,SYM,SYMPHONY,50,SR,SYMPHONY 50 SR,Rear Disc Brake,2013,1,4-STROKE,"2,3 KW(3,1 PS)",ALL,SCOOTER,SCOOTER
2117,SYM,JET 4,125,,JET 4 125,,2014,1,4-STROKE,"6,5 KW(8,9 PS)",ALL,SCOOTER,SCOOTER
2118,SYM,GTS,125,I EVO,GTS 125 I EVO,Joymax,2014,1,4-STROKE,"9 KW(12,2 PS)",ALL,SCOOTER,SCOOTER
2119,SYM,TONIK,125,,TONIK 125,,2015,1,4-STROKE,,ALL,SCOOTER,SCOOTER
2120,SYM,MIO,100,,MIO 100,Rear Drum Brake,2016,1,4-STROKE,"5,7 KW(7,8 PS)",ALL,SCOOTER,SCOOTER
2121,SYM,SB,250,NI,SB 250 NI,Wolf,2016,1,4-STROKE,19 KW(26 PS),ALL,MOTORBIKE,NAKEDBIKE
2122,SYM,CRUISYM,300,I,CRUISYM 300 I,,2018,1,4-STROKE,20 KW(27 PS),EUROPE,SCOOTER,SCOOTER
2123,SYM,FIDDLE III,50,,FIDDLE III 50,,2018,1,4-STROKE,"2,6 KW(3,5 PS)",EUROPE,SCOOTER,SCOOTER
2124,SYM,ORBIT II,125,I CBS,ORBIT II 125 I CBS,,2019,1,4-STROKE,"7,5 KW(10,2 PS)",EUROPE,SCOOTER,SCOOTER
2125,SYM,JOYMAX,300,I,JOYMAX 300 I,,2019,1,4-STROKE,20 KW(27 PS),EUROPE,SCOOTER,SCOOTER
2126,SYM,SB,125,NI,SB 125 NI,Wolf,2019,1,4-STROKE,,EUROPE,MOTORBIKE,NAKEDBIKE
2127,TACITA,T-CRUISE,,,T-CRUISE,,2019,,ELECTRIC,44 KW(59 PS),EUROPE,MOTORBIKE,CRUISER
2128,TACITA,T-RACE,,,T-RACE,Cross,2019,,ELECTRIC,44 KW(59 PS),EUROPE,MOTORBIKE,OFFROAD
2129,TAURIS,BLITZ,E-SCOOTER,,BLITZ E-SCOOTER,,2012,,ELECTRIC,"1 KW(1,4 PS)",EUROPE,SCOOTER,SCOOTER
2130,TAURIS,CUBANA,50,4T,CUBANA 50 4T,,2013,1,4-STROKE,"2,2 KW(3 PS)",EUROPE,SCOOTER,SCOOTER
2131,TAURIS,FRECCIA,50,2T,FRECCIA 50 2T,,2015,1,2-STROKE,"3,2 KW(4,4 PS)",EUROPE,SCOOTER,SCOOTER
2132,TAURIS,FRECCIA,50,4T,FRECCIA 50 4T,,2016,1,4-STROKE,"2,1 KW(2,8 PS)",EUROPE,SCOOTER,SCOOTER
2133,TAURIS,CAPRI,50,2T,CAPRI 50 2T,Art Collection,2017,1,2-STROKE,"3,2 KW(4,4 PS)",EUROPE,SCOOTER,SCOOTER
2134,TAURIS,FUEGO II,50,2T,FUEGO II 50 2T,Sport,2019,1,2-STROKE,"2,5 KW(3,4 PS)",EUROPE,SCOOTER,SCOOTER
2135,TGB,SKY,50,,SKY 50,,1997,1,2-STROKE,,ALL,SCOOTER,SCOOTER
2136,TGB,101S,50,,101S 50,,2006,1,2-STROKE,"3,5 KW(4,8 PS)",ALL,SCOOTER,SCOOTER
2137,TGB,R,50,X,R 50 X,Bullet,2009,1,2-STROKE,"3,5 KW(4,8 PS)",EUROPE,SCOOTER,SCOOTER
2138,TGB,X-MOTION,125,,X-MOTION 125,,2009,1,4-STROKE,"9 KW(12,2 PS)",EUROPE,SCOOTER,SCOOTER
2139,TGB,BLADE,525,2X4,BLADE 525 2X4,,2010,1,4-STROKE,15 KW(20 PS); 28 KW(38 PS),EUROPE,ATV,ATV
2140,TGB,BLADE,325,2X4,BLADE 325 2X4,,2011,1,4-STROKE,15 KW(20 PS),EUROPE,ATV,ATV
2141,TGB,BULL&T,50,2,BULL&T 50 2.0,New,2013,1,2-STROKE,"3,5 KW(4,8 PS)",EUROPE,SCOOTER,SCOOTER
2142,TGB,TARGET,325,2X4,TARGET 325 2X4,,2014,1,4-STROKE,15 KW(20 PS),EUROPE,ATV,QUAD
2143,TGB,BELLAVITA,300,EFI,BELLAVITA 300 EFI,,2014,1,4-STROKE,17 KW(23 PS),EUROPE,SCOOTER,SCOOTER
2144,TGB,BULL&T,50,RR,BULL&T 50 RR,,2016,1,2-STROKE,"3,5 KW(4,8 PS)",EUROPE,SCOOTER,SCOOTER
2145,TGB,BULL&T,50,,BULL&T 50,Tech Edition,2016,1,2-STROKE,"3,5 KW(4,8 PS)",EUROPE,SCOOTER,SCOOTER
2146,TGB,BLADE,550,IRS EFI 4X4,BLADE 550 IRS EFI 4X4,EPS Racing,2017,1,4-STROKE,15 KW(20 PS); 29 KW(39 PS),EUROPE,ATV,ATV
2147,TGB,TARGET,550,IRS EFI 4X4,TARGET 550 IRS EFI 4X4,,2017,1,4-STROKE,15 KW(20 PS); 29 KW(39 PS),EUROPE,ATV,ATV
2148,TM RACING,ENDURO,300,2T,ENDURO 300 2T,,2000,1,2-STROKE,38 KW(52 PS),EUROPE,MOTORBIKE,ENDURO
2149,TM RACING,CROSS,80,JUNIOR,CROSS 80 JUNIOR,Large Wheel,2001,1,2-STROKE,21 KW(29 PS),EUROPE,MOTORBIKE,OFFROAD
2150,TM RACING,CROSS,125,,CROSS 125,,2002,1,2-STROKE,29 KW(39 PS),EUROPE,MOTORBIKE,OFFROAD
2151,TM RACING,EN,250,F,EN 250 F,,2008,1,4-STROKE,,EUROPE,MOTORBIKE,ENDURO
2152,TM RACING,EN,300,,EN 300,,2010,1,2-STROKE,38 KW(52 PS),EUROPE,MOTORBIKE,ENDURO
2153,TM RACING,SMR,530,F,SMR 530 F,,2010,1,4-STROKE,37 KW(50 PS),EUROPE,MOTORBIKE,SUPERMOTO
2154,TM RACING,MX,125,,MX 125,,2011,1,2-STROKE,29 KW(39 PS),EUROPE,MOTORBIKE,OFFROAD
2155,TM RACING,SMR,450,F,SMR 450 F,,2011,1,4-STROKE,32 KW(44 PS),EUROPE,MOTORBIKE,SUPERMOTO
2156,TM RACING,EN,250,FI,EN 250 FI,,2012,1,4-STROKE,,EUROPE,MOTORBIKE,ENDURO
2157,TM RACING,MX,85,,MX 85,,2012,1,2-STROKE,21 KW(29 PS),EUROPE,MOTORBIKE,OFFROAD
2158,TM RACING,SMR,530,F,SMR 530 F,,2014,1,4-STROKE,37 KW(50 PS),EUROPE,MOTORBIKE,SUPERMOTO
2159,TM RACING,MX,530,FI,MX 530 FI,,2015,1,4-STROKE,37 KW(50 PS),EUROPE,MOTORBIKE,OFFROAD
2160,TM RACING,EN,450,FI,EN 450 FI,,2015,1,4-STROKE,32 KW(44 PS),EUROPE,MOTORBIKE,ENDURO
2161,TM RACING,SMX,125,,SMX 125,,2016,1,2-STROKE,,EUROPE,MOTORBIKE,SUPERMOTO
2162,TM RACING,EN,300,FI,EN 300 FI,,2017,1,4-STROKE,,EUROPE,MOTORBIKE,ENDURO
2163,TM RACING,MX,300,,MX 300,,2017,1,2-STROKE,,EUROPE,MOTORBIKE,OFFROAD
2164,TM RACING,SMM,300,,SMM 300,,2018,1,2-STROKE,,EUROPE,MOTORBIKE,SUPERMOTO
2165,TOMOS,BT,50,S,BT 50 S,,1985,1,2-STROKE,"4 KW(5,4 PS)",ALL,MOTORBIKE,MOPED
2166,TOMOS,AUTOMATIK,50,3L,AUTOMATIK 50 3L,,1989,1,2-STROKE,"1,5 KW(2 PS)",ALL,MOTORBIKE,MOPED
2167,TOMOS,TARGA,50,LX,TARGA 50 LX,,1997,1,2-STROKE,"1,8 KW(2,4 PS)",ALL,MOTORBIKE,MOPED
2168,TOMOS,TSR,50,,TSR 50,,1997,1,2-STROKE,"2,2 KW(3,4 PS)",ALL,SCOOTER,SCOOTER
2169,TOMOS,STANDARD,25,,STANDARD 25,,2000,1,2-STROKE,,ALL,MOTORBIKE,MOPED
2170,TOMOS,WIZARD,50,,WIZARD 50,,2003,1,2-STROKE,"1,8 KW(2,4 PS)",ALL,MOTORBIKE,MOPED
2171,TOMOS,STANDARD,25,,STANDARD 25,,2006,1,2-STROKE,,ALL,MOTORBIKE,MOPED
2172,TOMOS,SE,125,M,SE 125 M,,2008,1,4-STROKE,"7,6 KW(10 PS)",ALL,MOTORBIKE,SUPERMOTO
2173,TOMOS,ALPINO,45,,ALPINO 45,,2014,1,2-STROKE,,ALL,MOTORBIKE,MOPED
2174,TOMOS,STANDARD,50,XL,STANDARD 50 XL,,2017,1,2-STROKE,"2,3 KW(3,1 PS)",ALL,MOTORBIKE,MOPED
2175,TORROT,KIDS,,T12,KIDS T12,Trail,2019,,ELECTRIC,"1,5 KW(2 PS)",EUROPE,MOTORBIKE,MINIBIKE
2176,TRINITY,URANUS,,,URANUS,,2019,,ELECTRIC,"3 KW(4,1 PS)",EUROPE,SCOOTER,SCOOTER
2177,TRITON,OUTBACK,300,2X4,OUTBACK 300 2X4,,2012,1,4-STROKE,15 KW(20 PS),EUROPE,ATV,ATV
2178,TRITON,REACTOR,450,2X4,REACTOR 450 2X4,,2015,1,4-STROKE,15 KW(20 PS); 28 KW(38 PS),EUROPE,ATV,QUAD
2179,TRITON,SUPERMOTO,450,2X4,SUPERMOTO 450 2X4,,2015,1,4-STROKE,15 KW(20 PS); 28 KW(38 PS),EUROPE,ATV,QUAD
2180,TRIUMPH,BONNEVILLE,750,T140,BONNEVILLE 750 T140,,1976,2,4-STROKE,40 KW(53 PS),ALL,MOTORBIKE,NAKEDBIKE
2181,TRIUMPH,TIGER,900,,TIGER 900,,1994,3,4-STROKE,62 KW(84 PS),ALL,MOTORBIKE,DUAL PURPOSE
